jugador,seleccion_nacionalidad,altura,fecha_nac,posicion,num_camiseta,mundiales
Eul Yong Lee,Corea del Sur,1.76 m,8 de septiembre de 1975,Mediocampista,13,"2002, 2006"
Eulogio Martinez,España,,11 de marzo de 1935,Delantero,15,1962
Eun Sung Choi,Corea del Sur,1.84 m,5 de abril de 1971,Arquero,23,2002
Eusebio,Portugal,,25 de enero de 1942,Delantero,13,1966
Eusebio Acasuzo,Perú,,8 de abril de 1952,Arquero,1,1982
Eusebio Diaz,Paraguay,,1 de enero de 1901,Mediocampista,-,1930
Eusebio Escobar,Colombia,,,Delantero,18,1962
Eusebio Tejera,Uruguay,,6 de enero de 1922,Defensor,14,"1950, 1954"
Eustaquio Chamorro,Paraguay,,,Defensor,-,1930
Evans Wise,Trinidad y Tobago,1.75 m,23 de noviembre de 1973,Delantero,16,2006
Evaristo Isasi,Paraguay,,26 de octubre de 1955,Delantero,18,1986
Ever Banega,Argentina,1.74 m,29 de junio de 1988,Mediocampista,7,2018
Ever Palacios,Colombia,,18 de enero de 1969,Defensor,3,1998
Everaldo,Brasil,,11 de septiembre de 1944,Defensor,16,1970
Everton Ribeiro,Brasil,1.74 m,10 de abril de 1989,Mediocampista,22,2022
Evgeni Lovchev,URSS,,29 de enero de 1949,Defensor,6,1970
Evgeni Yanchovski,Bulgaria,,5 de septiembre de 1939,Mediocampista,18,1966
Ewald Cebula,Polonia,,22 de marzo de 1917,Delantero,-,1938
Ewald Dytko,Polonia,,18 de octubre de 1914,Mediocampista,-,1938
Exequiel Palacios,Argentina,1.77 m,5 de octubre de 1998,Mediocampista,14,2022
Eyong Enoh,Camerún,1.80 m,23 de marzo de 1986,Mediocampista,18,"2010, 2014"
Ezequiel Garay,Argentina,1.89 m,10 de octubre de 1986,Defensor,2,2014
Ezequiel Lavezzi,Argentina,1.73 m,3 de mayo de 1985,Delantero,22,2014
Ezio Pascutti,Italia,,1 de junio de 1937,Delantero,"17, 16","1962, 1966"
Fabian Cancelarich,Argentina,,30 de diciembre de 1965,Arquero,22,1990
Fabian Carini,Uruguay,1.89 m,26 de diciembre de 1979,Arquero,1,2002
Fabian Delph,Inglaterra,1.74 m,21 de noviembre de 1989,Defensor,17,2018
Fabian Estay,Chile,,5 de octubre de 1968,Mediocampista,20,1998
Fabian Frei,Suiza,1.83 m,8 de enero de 1989,Mediocampista,20,2022
Fabian Johnson,Estados Unidos,1.83 m,11 de diciembre de 1987,Defensor,23,2014
Fabian O'Neill,Uruguay,1.85 m,14 de octubre de 1973,Delantero,10,2002
Fabian Orellana,Chile,1.68 m,27 de enero de 1986,Delantero,"16, 14","2010, 2014"
Fabian Rieder,Suiza,1.81 m,16 de febrero de 2002,Mediocampista,25,2022
Fabian Schär,Suiza,1.86 m,20 de diciembre de 1991,Defensor,22,"2014, 2018, 2022"
Fabien Barthez,Francia,1.82 m,28 de junio de 1971,Arquero,16,"1998, 2002, 2006"
Fabinho,Brasil,1.88 m,23 de octubre de 1993,Mediocampista,15,2022
Fabio Cannavaro,Italia,1.75 m,13 de septiembre de 1973,Defensor,"4, 5","1998, 2002, 2006, 2010"
Fabio Capello,Italia,,18 de junio de 1946,Mediocampista,8,1974
Fabio Coentrao,Portugal,1.81 m,11 de marzo de 1988,Defensor,"23, 5","2010, 2014"
Fabio Coltorti,Suiza,1.97 m,3 de diciembre de 1980,Arquero,21,2006
Fabio Grosso,Italia,1.90 m,28 de noviembre de 1977,Defensor,3,2006
Fabio Quagliarella,Italia,1.80 m,31 de enero de 1983,Delantero,18,2010
Fabrice Olinga,Camerún,1.72 m,12 de mayo de 1996,Delantero,19,2014
Fabricio Coloccini,Argentina,1.83 m,22 de enero de 1982,Defensor,4,2006
Fabrizio Poletti,Italia,,13 de julio de 1943,Defensor,4,1970
Facundo Pellistri,Uruguay,1.74 m,20 de diciembre de 2001,Delantero,8,2022
Facundo Torres,Uruguay,1.75 m,13 de abril de 2000,Delantero,20,2022
Fadel Jilal,Marruecos,,4 de marzo de 1964,Defensor,19,1986
Fadil Megharia,Argelia,,23 de mayo de 1961,Defensor,20,1986
Fagner,Brasil,1.68 m,11 de junio de 1989,Defensor,22,2018
Fahad Abdulrahman,Emiratos Arabes,,10 de octubre de 1962,Mediocampista,18,1990
Fahad Al Bishi,Arabia Saudita,,10 de septiembre de 1965,Mediocampista,8,1994
Fahad Al Ghesheyan,Arabia Saudita,,1 de agosto de 1973,Delantero,7,1994
Fahad Al Mehalel,Arabia Saudita,,11 de noviembre de 1970,Delantero,11,"1994, 1998"
Fahad Al-Muwallad,Arabia Saudita,1.67 m,14 de septiembre de 1994,Mediocampista,19,2018
Fahad Khamees,Emiratos Arabes,,24 de enero de 1962,Delantero,7,1990
Fahrudin Jusufi,Yugoslavia,,8 de diciembre de 1939,Defensor,3,1962
Fahrudin Omerovic,Yugoslavia,,26 de agosto de 1961,Arquero,12,1990
Faisal Al Dakhil,Kuwait,,13 de agosto de 1957,Delantero,16,1982
Fakhreddine Ben Youssef,Túnez,1.92 m,23 de junio de 1991,Delantero,8,2018
Falcao,Brasil,,16 de octubre de 1953,Mediocampista,"15, 5","1982, 1986"
Famara Diéhiou,Senegal,1.92 m,15 de diciembre de 1992,Delantero,19,2022
Faouzi Chaouchi,Argelia,1.80 m,5 de diciembre de 1984,Arquero,16,2010
Faouzi Ghoulam,Argelia,1.86 m,1 de febrero de 1991,Defensor,3,2014
Faouzi Mansouri,Argelia,,17 de enero de 1956,Defensor,16,"1982, 1986"
Farid Díaz,Colombia,1.70 m,20 de julio de 1983,Defensor,18,2018
Farid Mondragon,Colombia,1.88 m,21 de junio de 1971,Arquero,"12, 22","1994, 1998, 2014"
Farouk Ben Mustapha,Túnez,1.94 m,1 de julio de 1989,Arquero,1,2018
Faruk Hadzibegic,Yugoslavia,,7 de octubre de 1957,Defensor,5,1990
Fatau Dauda,Ghana,1.80 m,6 de abril de 1985,Arquero,16,2014
Fathi Chebel,Argelia,,19 de agosto de 1956,Mediocampista,3,1986
Fathi Matar,Kuwait,,23 de mayo de 1955,Mediocampista,7,1982
Fatih Akyel,Turquía,1.80 m,26 de diciembre de 1977,Defensor,4,2002
Faustino Alonso,Paraguay,,15 de febrero de 1961,Delantero,21,1986
Faustino Asprilla,Colombia,1.76 m,10 de noviembre de 1969,Delantero,"21, 11","1994, 1998"
Fausto,Brasil,,28 de enero de 1905,Mediocampista,-,1930
Fawzi Benkhalidi,Argelia,,3 de febrero de 1963,Mediocampista,17,1986
Fay Coyle,Irlanda del Norte,,1 de abril de 1924,Delantero,17,1958
Faycal Ben Ahmed,Túnez,,7 de marzo de 1973,Mediocampista,19,1998
Fayçal Fajr,Marruecos,1.78 m,1 de agosto de 1988,Mediocampista,11,2018
Fede,España,,11 de mayo de 1908,Delantero,-,1934
Federico Edwards,Argentina,,27 de enero de 1931,Defensor,14,1958
Federico Elduayen,Uruguay,1.81 m,25 de junio de 1977,Arquero,23,2002
Federico Fazio,Argentina,1.95 m,17 de marzo de 1987,Defensor,6,2018
Federico Fernández,Argentina,1.90 m,21 de febrero de 1989,Defensor,17,2014
Federico Magallanes,Uruguay,1.81 m,22 de agosto de 1976,Delantero,11,2002
Federico Marchetti,Italia,1.88 m,7 de febrero de 1983,Arquero,12,2010
Federico Sacchi,Argentina,,9 de agosto de 1936,Mediocampista,5,1962
Federico Vairo,Argentina,,27 de enero de 1930,Defensor,3,1958
Federico Valverde,Uruguay,1.82 m,22 de julio de 1998,Mediocampista,15,2022
Federico Wilde,Argentina,,1 de enero de 1909,Delantero,-,1934
Felice Borel,Italia,,5 de abril de 1914,Delantero,-,1934
Felice Soldini,Suiza,,1 de enero de 1915,Defensor,-,1950
Feliciano Rivilla,España,,21 de agosto de 1936,Defensor,"11, 14","1962, 1966"
Felipe Baloy,Panamá,1.84 m,24 de febrero de 1981,Defensor,23,2018
Felipe Caicedo,Ecuador,1.87 m,5 de septiembre de 1988,Delantero,11,2014
Felipe Gutierrez,Chile,1.70 m,8 de octubre de 1990,Mediocampista,16,2014
Felipe Melo,Brasil,1.83 m,26 de junio de 1983,Mediocampista,5,2010
Felipe Minambres,España,,29 de abril de 1965,Mediocampista,16,1994
Felipe Olivares,México,,5 de febrero de 1910,Delantero,-,1930
Felipe Revelez,Uruguay,,30 de septiembre de 1959,Defensor,13,1990
Felipe Rosas,México,,5 de febrero de 1910,Mediocampista,-,1930
Felipe Ruvalcaba,México,,16 de febrero de 1941,"Delantero, Mediocampista","17, 7","1962, 1966"
Felipe Zetter,México,,3 de julio de 1923,Defensor,-,1950
Felix,Brasil,,24 de diciembre de 1937,Arquero,1,1970
Felix Borja,Ecuador,1.80 m,2 de abril de 1983,Delantero,9,2006
Felix Cruz,México,,4 de abril de 1961,Defensor,14,1986
Felix Fernandez,México,,11 de enero de 1967,Arquero,12,1994
Felix Healey,Irlanda del Norte,,27 de septiembre de 1955,Delantero,19,1982
Felix Magath,Alemania Occidental,,26 de julio de 1953,Mediocampista,"14, 10","1982, 1986"
Felix Salinas,Perú,,11 de mayo de 1939,Defensor,16,1970
Félix Torres,Ecuador,1.87 m,11 de enero de 1997,Defensor,2,2022
Felix Welkenhuysen,Bélgica,,12 de diciembre de 1908,Mediocampista,-,1934
Femi Opabunmi,Nigeria,1.70 m,3 de marzo de 1985,Delantero,23,2002
Ferdinand Coly,Senegal,1.79 m,10 de septiembre de 1973,Defensor,17,2002
Ferdinand Daucik,Checoslovaquia,,31 de mayo de 1910,Defensor,-,1938
Ferdinando Riva,Suiza,,3 de julio de 1930,Delantero,21,1954
Ferenc Bene,Hungría,,17 de diciembre de 1944,Delantero,7,1966
Ferenc Csongradi,Hungría,,29 de marzo de 1956,Mediocampista,16,1982
Ferenc Fulop,Hungría,,22 de febrero de 1955,Mediocampista,20,1978
Ferenc Machos,Hungría,,30 de junio de 1932,Delantero,17,1954
Ferenc Meszaros,Hungría,,11 de abril de 1950,Arquero,"21, 1","1978, 1982"
Ferenc Puskas,Hungría,1.70 m,2 de abril de 1927,Delantero,"10, 14","1954, 1962"
Ferenc Sas,Hungría,,1 de enero de 1915,Delantero,-,1938
Ferenc Sipos,Hungría,,13 de diciembre de 1932,"Defensor, Mediocampista","3, 6","1958, 1962, 1966"
Ferenc Szojka,Hungría,,7 de abril de 1931,"Defensor, Mediocampista","15, 14","1954, 1958"
Ferid Chouchane,Túnez,,19 de abril de 1973,Defensor,6,1998
Ferjani Sassi,Túnez,1.86 m,18 de marzo de 1992,Mediocampista,13,"2018, 2022"
Fernand Adams,Bélgica,,3 de mayo de 1903,Delantero,-,1930
Fernand Buyle,Bélgica,,3 de marzo de 1918,Delantero,-,1938
Fernand Jaccard,Suiza,,8 de octubre de 1907,Mediocampista,-,1934
Fernandinho,Brasil,1.76 m,4 de mayo de 1985,Mediocampista,"5, 17","2014, 2018"
Fernando,España,,11 de septiembre de 1965,Mediocampista,10,1990
Fernando Alvez,Uruguay,,4 de septiembre de 1959,Arquero,"12, 1","1986, 1990"
Fernando Caceres,Argentina,,7 de febrero de 1969,Defensor,13,1994
Fernando Campos,Chile,,1 de enero de 1921,Mediocampista,-,1950
Fernando Clavijo,Estados Unidos,,23 de enero de 1956,Defensor,21,1994
Fernando Cornejo,Chile,,28 de enero de 1969,Mediocampista,19,1998
Fernando De Napoli,Italia,,15 de marzo de 1964,Mediocampista,"13, 11","1986, 1990"
Fernando Fernando Couto,Portugal,1.84 m,2 de agosto de 1969,Defensor,5,2002
Fernando Gago,Argentina,1.78 m,10 de abril de 1986,Mediocampista,5,2014
Fernando Giudicelli,Brasil,,1 de marzo de 1906,Mediocampista,-,1930
Fernando Hierro,España,1.87 m,23 de marzo de 1968,Defensor,"17, 6","1990, 1994, 1998, 2002"
Fernando Llorente,España,1.94 m,26 de febrero de 1985,Delantero,19,2010
Fernando Meira,Portugal,1.92 m,5 de junio de 1978,Defensor,5,2006
Fernando Morena,Uruguay,,2 de febrero de 1952,Delantero,9,1974
Fernando Morientes,España,1.82 m,5 de abril de 1976,Delantero,"7, 9","1998, 2002"
Fernando Muslera,Uruguay,1.90 m,16 de junio de 1986,Arquero,1,"2010, 2014, 2018, 2022"
Fernando Olivella,España,,22 de junio de 1936,Defensor,16,1966
Fernando Paternoster,Argentina,,24 de mayo de 1903,Defensor,-,1930
Fernando Quirarte,México,,7 de julio de 1961,Defensor,3,1986
Fernando Redondo,Argentina,,6 de junio de 1969,Mediocampista,5,1994
Fernando Riera,Chile,,27 de junio de 1920,Delantero,-,1950
Fernando Roldan,Chile,,1 de enero de 1921,Defensor,-,1950
Fernando Torres,España,1.86 m,20 de marzo de 1984,Delantero,9,"2006, 2010, 2014"
Ferran Torres,España,1.84 m,29 de febrero de 2000,Delantero,11,2022
Ferydoon Zandi,Irán,1.84 m,26 de abril de 1979,Mediocampista,7,2006
Festa,Portugal,,21 de julio de 1939,Defensor,22,1966
Fidel Escobar,Panamá,1.81 m,9 de enero de 1995,Defensor,4,2018
Fidel Martínez,Ecuador,1.76 m,15 de febrero de 1990,Mediocampista,20,2014
Fidelis,Brasil,,13 de marzo de 1944,Defensor,3,1966
Figueiredo,Angola,1.70 m,28 de noviembre de 1972,Mediocampista,7,2006
Filip Bradarić,Croacia,1.85 m,11 de enero de 1992,Mediocampista,14,2018
Filip De Wilde,Bélgica,,5 de julio de 1964,Arquero,"20, 12, 1","1990, 1994, 1998"
Filip Djuricic,Serbia,1.76 m,30 de enero de 1992,Delantero,21,2022
Filip Helander,Suecia,1.92 m,22 de abril de 1993,Defensor,14,2018
Filip Holosko,Eslovaquia,1.86 m,17 de enero de 1984,Delantero,13,2010
Filip Kostić,Serbia,1.84 m,1 de noviembre de 1992,Mediocampista,17,"2018, 2022"
Filip Mladenovic,Serbia,1.81 m,15 de agosto de 1991,Defensor,25,2022
Filipe Luís,Brasil,1.83 m,9 de agosto de 1985,Defensor,6,2018
Filippo Inzaghi,Italia,1.81 m,9 de agosto de 1973,Delantero,"19, 9, 18","1998, 2002, 2006"
Finidi George,Nigeria,1.87 m,15 de abril de 1971,"Delantero, Mediocampista",7,"1994, 1998"
Firas Al-Buraikan,Arabia Saudita,1.81 m,14 de mayo de 2000,Delantero,9,2022
Fitzroy Simpson,Jamaica,,26 de febrero de 1970,Mediocampista,6,1998
Flavio,Angola,1.75 m,30 de diciembre de 1979,Delantero,16,2006
Flavius Domide,Rumania,,11 de mayo de 1946,Delantero,19,1970
Flemming Christensen,Dinamarca,,10 de abril de 1958,Delantero,18,1986
Florea Dumitrache,Rumania,,22 de mayo de 1948,Delantero,9,1970
Florencio Amarilla,Paraguay,,3 de enero de 1935,Delantero,11,1958
Florent Malouda,Francia,1.84 m,13 de junio de 1980,Mediocampista,"7, 15","2006, 2010"
Florian Albert,Hungría,,15 de septiembre de 1941,Delantero,9,"1962, 1966"
Florian Thauvin,Francia,1.79 m,26 de enero de 1993,Delantero,20,2018
Florin Prunea,Rumania,,8 de agosto de 1968,Arquero,"1, 22","1994, 1998"
Florin Raducioiu,Rumania,,17 de marzo de 1970,Delantero,"14, 9","1990, 1994"
Fodé Ballo-Toure,Senegal,1.82 m,3 de enero de 1997,Defensor,12,2022
Fontana,Brasil,,31 de diciembre de 1940,Defensor,15,1970
Formose Mendy,Senegal,1.91 m,2 de enero de 2001,Defensor,2,2022
Fortes,Brasil,,9 de septiembre de 1901,Mediocampista,-,1930
Foued Kadir,Argelia,1.80 m,5 de diciembre de 1983,Mediocampista,21,2010
Fouzi Al Shehri,Arabia Saudita,1.73 m,15 de mayo de 1980,Defensor,6,2002
Fran Karacic,Australia,1.81 m,12 de mayo de 1996,Defensor,5,2022
Francesco Coco,Italia,1.81 m,8 de enero de 1977,Defensor,4,2002
Francesco Graziani,Italia,,16 de diciembre de 1952,Delantero,19,"1978, 1982"
Francesco Janich,Italia,,27 de marzo de 1937,Defensor,"19, 9","1962, 1966"
Francesco Moriero,Italia,,31 de marzo de 1969,Mediocampista,17,1998
Francesco Morini,Italia,,12 de agosto de 1944,Defensor,5,1974
Francesco Rizzo,Italia,,30 de mayo de 1943,Mediocampista,20,1966
Francesco Toldo,Italia,1.96 m,2 de diciembre de 1971,Arquero,"1, 22","1998, 2002"
Francesco Totti,Italia,1.80 m,27 de septiembre de 1976,"Delantero, Mediocampista",10,"2002, 2006"
Francis Lee,Inglaterra,,29 de abril de 1944,Delantero,7,1970
Francis Ryan,Estados Unidos,,10 de enero de 1908,Delantero,-,1934
Francis Uzoho,Nigeria,1.96 m,28 de octubre de 1998,Arquero,23,2018
Francisco,España,,1 de noviembre de 1962,Mediocampista,17,1986
Francisco Aguirre,Paraguay,,1 de enero de 1908,Mediocampista,-,1930
Francisco Alcaraz,Paraguay,,4 de octubre de 1960,Mediocampista,17,1986
Francisco Arce,Paraguay,1.78 m,2 de abril de 1971,Defensor,2,"1998, 2002"
Francisco Calvo,Costa Rica,1.80 m,8 de julio de 1992,Defensor,15,"2018, 2022"
Francisco Camera,Uruguay,,1 de enero de 1942,Defensor,14,1970
Francisco Carrasco,España,,6 de marzo de 1959,Delantero,10,1986
Francisco Castrejon,México,,11 de junio de 1947,Arquero,22,1970
Francisco Cruz,México,,24 de mayo de 1966,Delantero,5,1986
Francisco Flores,México,,12 de febrero de 1926,Mediocampista,6,1958
Francisco Gabriel De Anda,México,1.88 m,5 de junio de 1971,Defensor,2,2002
Francisco Gento,España,,21 de octubre de 1933,Delantero,"9, 11","1962, 1966"
Francisco Garza Gutierrez,México,,14 de marzo de 1904,Defensor,-,1930
Francisco Hernandez,El Salvador,,11 de diciembre de 1958,Delantero,9,1982
Francisco Hernandez,México,,,Mediocampista,-,1950
Francisco Jara,México,,3 de febrero de 1941,Delantero,11,1966
Francisco Lombardo,Argentina,,11 de junio de 1925,Defensor,4,1958
Francisco Montes,México,,28 de junio de 1942,Defensor,4,1970
Francisco Osorto,El Salvador,,20 de marzo de 1957,Defensor,12,1982
Francisco Palencia,México,1.75 m,28 de abril de 1973,Delantero,17,"1998, 2002"
Francisco Rodrigues,Brasil,,27 de junio de 1925,Delantero,11,"1950, 1954"
Francisco Rodriguez,México,1.91 m,20 de octubre de 1981,Defensor,"22, 2","2006, 2010, 2014"
Francisco Rojas,Chile,,22 de julio de 1974,Defensor,4,1998
Francisco Rua,Argentina,,4 de febrero de 1911,Delantero,-,1934
Francisco Sa,Argentina,,25 de octubre de 1945,Defensor,16,1974
Francisco Silva,Chile,1.78 m,11 de febrero de 1986,Mediocampista,5,2014
Francisco Sosa,Paraguay,,,Delantero,-,1950
Francisco Torres,Estados Unidos,1.68 m,29 de octubre de 1987,Mediocampista,16,2010
Francisco Uria,España,,1 de febrero de 1950,Defensor,3,1978
Francisco Urroz,Chile,,,Defensor,-,1950
Francisco Urruticoechea,España,,17 de febrero de 1952,Arquero,"22, 21, 13","1978, 1982, 1986"
Francisco Valdes,Chile,,19 de marzo de 1943,"Mediocampista, Delantero","19, 8","1966, 1974"
Francisco Varallo,Argentina,,5 de febrero de 1910,Delantero,-,1930
Francisco Villaroya,España,,6 de agosto de 1966,Mediocampista,11,1990
Francisco Zuluaga,Colombia,,4 de febrero de 1929,Defensor,3,1962
Franck Atsou,Togo,1.88 m,1 de agosto de 1978,Mediocampista,21,2006
Franck Ribery,Francia,1.75 m,7 de abril de 1983,"Delantero, Mediocampista","22, 7","2006, 2010"
Franco Armani,Argentina,1.89 m,16 de octubre de 1986,Arquero,"12, 1","2018, 2022"
Franco Baresi,Italia,,8 de mayo de 1960,Defensor,"2, 6","1982, 1990, 1994"
Franco Causio,Italia,,1 de febrero de 1949,Mediocampista,"18, 16, 15","1974, 1978, 1982"
Franco Navarro,Perú,,10 de noviembre de 1961,Delantero,17,1982
Franco Selvaggi,Italia,,15 de mayo de 1953,Delantero,21,1982
Franco Tancredi,Italia,,10 de enero de 1955,Arquero,12,1986
Francois Bourbotte,Francia,,24 de febrero de 1913,Defensor,-,1938
Francois Bracci,Francia,,3 de noviembre de 1951,Defensor,5,1978
Francois De Vries,Bélgica,,21 de agosto de 1913,Delantero,-,1934
Francois Janssens,Bélgica,,25 de septiembre de 1945,Delantero,21,1970
Francois Ledent,Bélgica,,8 de noviembre de 1907,Delantero,-,1934
François Moubandje,Suiza,1.82 m,21 de junio de 1990,Defensor,3,2018
Francois Ndoumbe Lea,Camerún,,30 de enero de 1954,Defensor,15,1982
Francois Omam-Biyik,Camerún,,21 de mayo de 1966,Delantero,7,"1990, 1994, 1998"
Francois Remetter,Francia,,8 de agosto de 1928,Arquero,"1, 3","1954, 1958"
Francois Van Der Elst,Bélgica,,1 de diciembre de 1954,Delantero,13,1982
Franjo Vladic,Yugoslavia,,19 de octubre de 1951,Mediocampista,16,1974
Frank Arnesen,Dinamarca,,30 de septiembre de 1956,Mediocampista,15,1986
Frank Baumann,Alemania,1.87 m,29 de octubre de 1975,Defensor,4,2002
Frank Borghi,Estados Unidos,,9 de abril de 1925,Arquero,-,1950
Frank De Boer,Paises Bajos,,15 de mayo de 1970,Defensor,"2, 4","1994, 1998"
Frank Gray,Escocia,,27 de octubre de 1954,Defensor,3,1982
Frank Klopas,Estados Unidos,,1 de septiembre de 1966,Delantero,14,1994
Frank Lampard,Inglaterra,1.83 m,20 de junio de 1978,Mediocampista,8,"2006, 2010, 2014"
Frank Leboeuf,Francia,1.83 m,22 de enero de 1968,Defensor,18,"1998, 2002"
Frank Mcavennie,Escocia,,22 de noviembre de 1959,Delantero,16,1986
Frank Mill,Alemania Occidental,,23 de julio de 1958,Delantero,11,1990
Frank Rijkaard,Paises Bajos,,30 de septiembre de 1962,Mediocampista,3,"1990, 1994"
Frank Sechehaye,Suiza,,3 de noviembre de 1907,Arquero,-,1934
Frank Sinclair,Jamaica,,3 de diciembre de 1971,Defensor,19,1998
Frank Stapleton,Irlanda,,10 de julio de 1956,Delantero,18,1990
Frank Van Hattum,Nueva Zelanda,,17 de noviembre de 1958,Arquero,22,1982
Frank Vaughn,Estados Unidos,,18 de febrero de 1902,Defensor,-,1930
Frank Vercauteren,Bélgica,,28 de octubre de 1956,Mediocampista,6,"1982, 1986"
Frank Wallace,Estados Unidos,,15 de julio de 1922,Delantero,-,1950
Frank Wels,Paises Bajos,,21 de febrero de 1909,Delantero,-,"1934, 1938"
Frankie Hejduk,Estados Unidos,1.74 m,5 de agosto de 1974,"Defensor, Mediocampista",2,"1998, 2002"
Franky Van Der Elst,Bélgica,,30 de abril de 1961,"Defensor, Mediocampista","3, 8, 7, 6","1986, 1990, 1994, 1998"
Franky Vandendriessche,Bélgica,1.85 m,7 de abril de 1971,Arquero,13,2002
Frans Gommers,Bélgica,,5 de abril de 1917,Defensor,-,1938
Frans Hogenbirk,Paises Bajos,,,Mediocampista,-,1938
Frans Hukon,Indias Orientales Holand.,,1 de enero de 1917,Defensor,-,1938
Frans Meeng,Indias Orientales Holand.,,1 de enero de 1914,Mediocampista,-,1938
Frans Peeraer,Bélgica,,15 de febrero de 1913,Mediocampista,-,1934
Frans Van Der Veen,Paises Bajos,,25 de marzo de 1919,Delantero,-,1938
Frantisek Jakubec,Checoslovaquia,,12 de abril de 1956,Defensor,2,1982
Frantisek Junek,Checoslovaquia,,17 de enero de 1907,Delantero,-,1934
Frantisek Planicka,Checoslovaquia,,2 de junio de 1904,Arquero,-,"1934, 1938"
Frantisek Safranek,Checoslovaquia,,2 de enero de 1931,Defensor,"2, 21","1954, 1958"
Frantisek Schmucker,Checoslovaquia,,28 de enero de 1940,Arquero,13,1962
Frantisek Stambacher,Checoslovaquia,,13 de febrero de 1953,Mediocampista,17,1982
Frantisek Straka,Checoslovaquia,,28 de mayo de 1958,Defensor,6,1990
Frantisek Svoboda,Checoslovaquia,,5 de julio de 1905,Delantero,-,1934
Frantisek Vesely,Checoslovaquia,,7 de diciembre de 1943,Mediocampista,18,1970
Franz Beckenbauer,Alemania Occidental,1.81 m,11 de septiembre de 1945,"Defensor, Mediocampista","4, 5","1966, 1970, 1974"
Franz Cisar,Austria,,28 de noviembre de 1908,Defensor,-,1934
Franz Dienert,Alemania,,1 de enero de 1900,Delantero,-,1934
Franz Oberacher,Austria,,24 de marzo de 1954,Delantero,17,1978
Franz Pelikan,Austria,,6 de noviembre de 1925,Arquero,15,1954
Franz Swoboda,Austria,,15 de febrero de 1933,Defensor,4,1958
Franz Wagner,Austria,,23 de septiembre de 1911,Mediocampista,-,"1934, 1938"
Franz Wohlfahrt,Austria,,1 de julio de 1964,Arquero,16,1998
Fraser Forster,Inglaterra,2.01 m,17 de marzo de 1988,Arquero,22,2014
Frechaut,Portugal,1.84 m,24 de septiembre de 1977,Defensor,18,2002
Fred,Brasil,1.85 m,3 de octubre de 1983,Delantero,"21, 9","2006, 2014"
Fred Martin,Escocia,,13 de mayo de 1929,Arquero,1,1954
Fred,Brasil,1.69 m,5 de marzo de 1993,Mediocampista,"18, 8","2018, 2022"
Freddy Rincon,Colombia,,14 de agosto de 1966,"Delantero, Mediocampista",19,"1990, 1994, 1998"
Frederic Herpoel,Bélgica,1.83 m,16 de agosto de 1974,Arquero,23,2002
Frederico,Portugal,,6 de abril de 1957,Defensor,8,1986
Frederik Ronnow,Dinamarca,1.90 m,4 de agosto de 1992,Arquero,22,"2018, 2022"
Frederik Schram,Islandia,1.98 m,19 de enero de 1995,Arquero,12,2018
Fredrik Ljungberg,Suecia,1.76 m,16 de abril de 1977,Mediocampista,9,"2002, 2006"
